DATE_AS_AT,AGG_LEVEL,STATE,ABS_CODE,ABS_NAME,AGE_LOWER,AGE_UPPER,AIR_FIRST_DOSE_PCT,AIR_SECOND_DOSE_PCT,AIR_FIRST_DOSE_APPROX_COUNT,AIR_SECOND_DOSE_APPROX_COUNT,AIR_INDIGENOUS_POPULATION,ABS_ERP_2019_POPULATION,VALIDATED,URL
2021-10-19,ASGS_2016_SA4,NSW,106,Hunter Valley exc Newcastle,15,999,82.74,63.14,9164,6993,11075,223616,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,107,Illawarra,15,999,82.98,69.84,5016,4222,6045,257183,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,108,Mid North Coast,15,999,71.49,52.38,7421,5438,10381,185401,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,109,Murray,15,999,76.43,57.84,2480,1877,3245,97988,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,110,New England and North West,15,999,74.9,57.18,10747,8205,14349,149890,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,111,Newcastle and Lake Macquarie,15,999,82.93,68.27,8389,6906,10116,310484,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,112,Richmond - Tweed,15,999,65.39,46.54,5096,3627,7793,208471,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,113,Riverina,15,999,78.48,58.9,4871,3656,6207,128994,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,114,Southern Highlands and Shoalhaven,15,999,80.45,64.36,3867,3094,4807,129789,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,115,Sydney - Baulkham Hills and Hawkesbury,15,999,90.21,82.19,1226,1117,1359,199726,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,116,Sydney - Blacktown,15,999,82.17,70.61,5896,5066,7175,291560,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,117,Sydney - City and Inner South,15,999,80.75,71.34,3355,2964,4155,333308,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,118,Sydney - Eastern Suburbs,15,999,81.85,74.19,1592,1443,1945,251184,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,119,Sydney - Inner South West,15,999,84.89,76.7,2714,2452,3197,512553,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,120,Sydney - Inner West,15,999,83.6,75.1,1397,1255,1671,274697,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,121,Sydney - North Sydney and Hornsby,15,999,86.47,80.7,869,811,1005,360504,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,122,Sydney - Northern Beaches,15,999,85.45,77.88,734,669,859,221234,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,123,Sydney - Outer South West,15,999,85.83,76.57,5628,5021,6557,224905,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,124,Sydney - Outer West and Blue Mountains,15,999,85.6,75.02,6272,5497,7327,260710,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,125,Sydney - Parramatta,15,999,79.84,69.91,2115,1852,2649,404153,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,126,Sydney - Ryde,15,999,86.59,78.96,465,424,537,170309,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,127,Sydney - South West,15,999,83.06,73.38,3413,3015,4109,359341,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NSW,128,Sydney - Sutherland,15,999,88.86,82.39,1564,1450,1760,186637,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NT,701,Darwin,15,999,57.05,42.52,8493,6330,14887,117809,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,NT,702,Northern Territory - Outback,15,999,54.91,39.17,17836,12724,32484,75289,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,OT,901,Other Territories,15,999,88.89,83.63,152,143,171,3866,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,301,Brisbane - East,15,999,61.06,48.31,2481,1963,4063,193941,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,302,Brisbane - North,15,999,58.33,47.42,2027,1648,3475,184504,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,303,Brisbane - South,15,999,55.59,42.59,1989,1524,3578,307826,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,304,Brisbane - West,15,999,66.35,54.07,848,691,1278,156576,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,305,Brisbane Inner City,15,999,62.52,49.76,1583,1260,2532,252067,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,306,Cairns,15,999,35.74,25.44,7607,5416,21286,203846,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,308,Central Queensland,15,999,36.64,25.98,3728,2643,10175,177341,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,307,Darling Downs - Maranoa,15,999,49.96,37.3,2727,2036,5458,101959,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,309,Gold Coast,15,999,56.73,43.02,4075,3090,7183,520405,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,310,Ipswich,15,999,49.13,36.9,5290,3973,10768,280273,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,311,Logan - Beaudesert,15,999,47.68,34.1,4133,2956,8669,269239,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,312,Mackay - Isaac - Whitsunday,15,999,38.09,26.89,2415,1705,6340,136822,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,313,Moreton Bay - North,15,999,54.91,43.25,3940,3103,7175,207538,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,314,Moreton Bay - South,15,999,59.81,47.68,2012,1604,3364,169581,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,315,Queensland - Outback,15,999,49.66,37.71,9052,6874,18229,62754,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,316,Sunshine Coast,15,999,50.85,38.27,2430,1829,4779,315781,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,317,Toowoomba,15,999,46.35,33.38,2156,1553,4652,126770,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,318,Townsville,15,999,37.68,27.45,5771,4205,15317,190494,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,QLD,319,Wide Bay,15,999,44.66,33.86,4564,3460,10220,246974,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,SA,401,Adelaide - Central and Hills,15,999,60.26,47.92,1001,796,1661,256073,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,SA,402,Adelaide - North,15,999,43,30.98,2779,2002,6463,354823,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,SA,403,Adelaide - South,15,999,52.54,39.68,1614,1219,3072,306352,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,SA,404,Adelaide - West,15,999,47.02,34.33,1578,1152,3356,202688,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,SA,405,Barossa - Yorke - Mid North,15,999,50.95,37.05,887,645,1741,94756,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,SA,406,South Australia - Outback,15,999,47.39,34.3,3164,2290,6677,67834,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,SA,407,South Australia - South East,15,999,50.02,35.92,1600,1149,3199,160478,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,TAS,601,Hobart,15,999,70.89,53.88,4863,3696,6860,193723,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,TAS,602,Launceston and North East,15,999,66.45,51.97,2313,1809,3481,120977,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,TAS,603,South East,15,999,69.46,51.97,1267,948,1824,32801,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,TAS,604,West and North West,15,999,61.7,49.76,3280,2645,5316,92825,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,201,Ballarat,15,999,80.84,58.89,1219,888,1508,136404,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,202,Bendigo,15,999,80.23,58.53,1416,1033,1765,132413,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,203,Geelong,15,999,78.92,58.3,1569,1159,1988,252370,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,204,Hume,15,999,78.67,55.53,1472,1039,1871,146495,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,205,Latrobe - Gippsland,15,999,72.43,46.68,2790,1798,3852,235632,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,206,Melbourne - Inner,15,999,80.12,66.1,2257,1862,2817,626144,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,207,Melbourne - Inner East,15,999,89.4,72.16,700,565,783,333298,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,208,Melbourne - Inner South,15,999,84.85,67.97,930,745,1096,366697,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,209,Melbourne - North East,15,999,80.72,60.65,2835,2130,3512,448781,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,210,Melbourne - North West,15,999,79.51,57.61,1583,1147,1991,331290,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,211,Melbourne - Outer East,15,999,84.21,63.56,1925,1453,2286,436533,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,212,Melbourne - South East,15,999,79.31,54.55,2565,1764,3234,693565,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,213,Melbourne - West,15,999,77.41,53.63,3222,2232,4162,663585,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,214,Mornington Peninsula,15,999,80.58,58.27,1506,1089,1869,254563,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,215,North West,15,999,74.11,46.22,2527,1576,3410,124460,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,216,Shepparton,15,999,71.73,48.01,2271,1520,3166,108740,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,VIC,217,Warrnambool and South West,15,999,82.06,59.61,1276,927,1555,102970,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,501,Bunbury,15,999,43.98,29.7,1447,977,3290,146810,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,502,Mandurah,15,999,36,23.07,593,380,1647,84465,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,503,Perth - Inner,15,999,53.17,40.76,823,631,1548,154842,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,504,Perth - North East,15,999,36.49,22.9,2033,1276,5571,216921,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,505,Perth - North West,15,999,42.64,28.56,2165,1450,5077,457992,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,506,Perth - South East,15,999,37.68,24.57,3320,2165,8812,419799,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,507,Perth - South West,15,999,41.23,27.34,2514,1667,6097,349701,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,510,Western Australia - Outback (North),15,999,34.55,20.23,6528,3822,18895,75413,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,511,Western Australia - Outback (South),15,999,33.54,19.61,3295,1926,9823,92353,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-19,ASGS_2016_SA4,WA,509,Western Australia - Wheat Belt,15,999,39.15,25.82,1786,1178,4562,111419,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-20-october-2021.pdf
2021-10-26,ASGS_2016_SA4,ACT,801,Australian Capital Territory,15,999,87.22,75.51,4851,4200,5562,345325,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,101,Capital Region,15,999,85.89,73.65,5193,4453,6046,188283,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,102,Central Coast,15,999,82.52,71.68,7049,6123,8542,279520,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,103,Central West,15,999,84.32,72.76,8493,7328,10072,170545,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,104,Coffs Harbour - Grafton,15,999,73.19,58.43,4270,3409,5834,116379,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,105,Far West and Orana,15,999,81.06,71.58,12174,10751,15019,92695,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,106,Hunter Valley exc Newcastle,15,999,84.56,70.63,9463,7904,11191,223616,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,107,Illawarra,15,999,84.32,74.89,5124,4551,6077,257183,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,108,Mid North Coast,15,999,74.17,57.84,7706,6010,10390,185401,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,109,Murray,15,999,79.54,62.65,2585,2036,3250,97988,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,110,New England and North West,15,999,77.8,62.14,11277,9006,14494,149890,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,111,Newcastle and Lake Macquarie,15,999,84.48,72.88,8642,7456,10230,310484,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,112,Richmond - Tweed,15,999,68.42,52.77,5355,4130,7827,208471,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,113,Riverina,15,999,81.28,64.6,5062,4023,6228,128994,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,114,Southern Highlands and Shoalhaven,15,999,82.14,69.74,3969,3370,4832,129789,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,115,Sydney - Baulkham Hills and Hawkesbury,15,999,90.45,85.5,1241,1173,1372,199726,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,116,Sydney - Blacktown,15,999,83.27,74.22,5989,5338,7192,291560,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,117,Sydney - City and Inner South,15,999,81.88,73.97,3407,3078,4161,333308,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,118,Sydney - Eastern Suburbs,15,999,82.79,76.67,1611,1492,1946,251184,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,119,Sydney - Inner South West,15,999,85.64,79.1,2749,2539,3210,512553,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,120,Sydney - Inner West,15,999,84.72,77.5,1431,1309,1689,274697,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
2021-10-26,ASGS_2016_SA4,NSW,121,Sydney - North Sydney and Hornsby,15,999,87.03,82.63,872,828,1002,360504,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-geographic-vaccination-rates-sa4-indigenous-population-27-october-2021.pdf
